codigo_sis,ci,nombre_completo,sigla_materia,nombre_materia,grupo,gestion,email_docente
202400199,7000199,"Villarroel Rodriguez Elena Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400200,7000200,"Rojas Clarac Camila Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400201,7000201,"Torrico Castillo Diego Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400202,7000202,"Gomez Chavez Carlos Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400203,7000203,"Mamani Gomez Juan Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400204,7000204,"Rodriguez Gutierrez Rodrigo Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400205,7000205,"Romero Clarac Maria Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400206,7000206,"Torrico Perez Andres Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400207,7000207,"Chavez Chavez Pedro Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400208,7000208,"Fernandez Chavez Maria Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400209,7000209,"Alvarez Rojas Ricardo Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400210,7000210,"Chavez Gomez Ricardo Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400211,7000211,"Perez Castillo Valeria Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400212,7000212,"Gomez Mamani Diego Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400213,7000213,"Castillo Lopez Andres Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400214,7000214,"Fernandez Clarac Andres Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400215,7000215,"Romero Villarroel Fernando Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400216,7000216,"Gomez Perez Miguel Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400217,7000217,"Alvarez Castillo Ricardo Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400218,7000218,"Castillo Fernandez Fernando Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400219,7000219,"Mamani Torrico Rodrigo Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400220,7000220,"Morales Rodriguez Gabriela Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400221,7000221,"Perez Flores Sofia Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400222,7000222,"Rojas Gutierrez Daniela Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400223,7000223,"Flores Mendoza Ana Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400224,7000224,"Castillo Mendoza Ricardo Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400225,7000225,"Lopez Rodriguez Camila Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400226,7000226,"Perez Rojas Gabriela Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400227,7000227,"Vargas Quispe Daniela Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400228,7000228,"Mamani Chavez Daniela Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400229,7000229,"Romero Quispe Gabriela Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400230,7000230,"Gomez Perez Juan Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400231,7000231,"Chavez Perez Valeria Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400232,7000232,"Villarroel Alvarez Ricardo Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400233,7000233,"Clarac Mendoza Juan Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400234,7000234,"Alvarez Torrico Gabriela Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400235,7000235,"Mamani Mendoza Elena Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400236,7000236,"Rojas Rodriguez Ricardo Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400237,7000237,"Villarroel Flores Carlos Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400238,7000238,"Gutierrez Gutierrez Camila Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400239,7000239,"Gomez Vargas Diego Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400240,7000240,"Castillo Clarac Carlos Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400241,7000241,"Quispe Mamani Diego Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400242,7000242,"Clarac Clarac Daniela Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400243,7000243,"Chavez Rodriguez Lucia Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400244,7000244,"Torrico Flores Valeria Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400245,7000245,"Clarac Torrico Maria Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400246,7000246,"Mendoza Chavez Rodrigo Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400247,7000247,"Vargas Romero Camila Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400248,7000248,"Villarroel Castillo Diego Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400249,7000249,"Rodriguez Castillo Gabriela Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400250,7000250,"Rojas Flores Lucia Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400251,7000251,"Gomez Quispe Fernando Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400252,7000252,"Villarroel Gomez Daniela Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400253,7000253,"Alvarez Chavez Elena Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400254,7000254,"Torrico Morales Juan Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400255,7000255,"Chavez Mendoza Camila Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400256,7000256,"Rodriguez Torrico Jorge Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400257,7000257,"Quispe Alvarez Fernando Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400258,7000258,"Castillo Flores Gabriela Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400259,7000259,"Torrico Perez Paola Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400260,7000260,"Chavez Lopez Jorge Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400261,7000261,"Villarroel Quispe Ricardo Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400262,7000262,"Castillo Castillo Ricardo Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400263,7000263,"Chavez Torrico Ana Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400264,7000264,"Mamani Morales Carlos Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400265,7000265,"Lopez Torrico Miguel Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400266,7000266,"Quispe Perez Elena Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400267,7000267,"Villarroel Chavez Sofia Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400268,7000268,"Torrico Castillo Carlos Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400269,7000269,"Mamani Lopez Camila Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400270,7000270,"Gomez Morales Rodrigo Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400271,7000271,"Mendoza Flores Gabriela Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400272,7000272,"Gomez Flores Camila Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400273,7000273,"Flores Rodriguez Ana Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400274,7000274,"Villarroel Morales Pedro Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400275,7000275,"Chavez Gomez Rodrigo Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400276,7000276,"Perez Gomez Paola Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400277,7000277,"Clarac Chavez Fernando Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400278,7000278,"Lopez Chavez Pedro Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400279,7000279,"Mamani Romero Miguel Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400280,7000280,"Torrico Torrico Paola Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400281,7000281,"Villarroel Romero Pedro Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400282,7000282,"Vargas Torrico Miguel Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400283,7000283,"Alvarez Morales Pedro Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400284,7000284,"Quispe Villarroel Ricardo Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400285,7000285,"Mendoza Clarac Paola Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400286,7000286,"Mendoza Vargas Ricardo Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400287,7000287,"Vargas Quispe Fernando Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400288,7000288,"Vargas Mamani Rodrigo Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400289,7000289,"Villarroel Fernandez Maria Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400290,7000290,"Rodriguez Romero Rodrigo Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400291,7000291,"Mamani Fernandez Miguel Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400292,7000292,"Castillo Flores Camila Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400293,7000293,"Rodriguez Castillo Andres Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400294,7000294,"Morales Mendoza Gabriela Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400295,7000295,"Torrico Lopez Fernando Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400296,7000296,"Clarac Romero Miguel Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400297,7000297,"Perez Morales Rodrigo Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400298,7000298,"Torrico Alvarez Daniela Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400299,7000299,"Quispe Mendoza Fernando Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400300,7000300,"Rodriguez Rodriguez Lucia Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400301,7000301,"Flores Alvarez Fernando Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400302,7000302,"Mamani Fernandez Miguel Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400303,7000303,"Chavez Vargas Daniela Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400304,7000304,"Perez Villarroel Gabriela Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400305,7000305,"Morales Romero Ricardo Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400306,7000306,"Perez Fernandez Rodrigo Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400307,7000307,"Torrico Clarac Jorge Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400308,7000308,"Torrico Castillo Maria Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400309,7000309,"Fernandez Rojas Maria Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400310,7000310,"Quispe Morales Maria Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400311,7000311,"Alvarez Rodriguez Miguel Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400312,7000312,"Quispe Flores Juan Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400313,7000313,"Mendoza Lopez Ricardo Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400314,7000314,"Rojas Gutierrez Gabriela Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400315,7000315,"Castillo Flores Camila Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400316,7000316,"Flores Rodriguez Andres Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400317,7000317,"Alvarez Clarac Lucia Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400318,7000318,"Rodriguez Gomez Andres Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400319,7000319,"Flores Morales Jorge Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400320,7000320,"Chavez Chavez Jorge Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400321,7000321,"Gutierrez Quispe Diego Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400322,7000322,"Gutierrez Clarac Rodrigo Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400323,7000323,"Mendoza Rojas Sofia Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400324,7000324,"Gutierrez Clarac Carlos Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400325,7000325,"Chavez Perez Sofia Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400326,7000326,"Alvarez Rodriguez Sofia Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400327,7000327,"Lopez Alvarez Carlos Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400328,7000328,"Lopez Clarac Camila Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400329,7000329,"Castillo Fernandez Ricardo Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400330,7000330,"Flores Villarroel Gabriela Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400331,7000331,"Castillo Gutierrez Elena Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400332,7000332,"Rodriguez Rodriguez Valeria Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400333,7000333,"Gomez Alvarez Lucia Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400334,7000334,"Mamani Flores Diego Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400335,7000335,"Alvarez Alvarez Jorge Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400336,7000336,"Rodriguez Gomez Elena Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400337,7000337,"Flores Mamani Ana Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400338,7000338,"Mamani Torrico Diego Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400339,7000339,"Alvarez Rojas Diego Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400340,7000340,"Rodriguez Flores Miguel Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400341,7000341,"Alvarez Rodriguez Diego Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400342,7000342,"Lopez Flores Camila Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400343,7000343,"Villarroel Chavez Jorge Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400344,7000344,"Clarac Chavez Rodrigo Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400345,7000345,"Torrico Mendoza Fernando Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400346,7000346,"Lopez Romero Rodrigo Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400347,7000347,"Fernandez Castillo Camila Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400348,7000348,"Vargas Castillo Lucia Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400349,7000349,"Quispe Quispe Elena Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400350,7000350,"Rodriguez Lopez Daniela Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400351,7000351,"Flores Mamani Jorge Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400352,7000352,"Mamani Mendoza Maria Sofia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400353,7000353,"Romero Alvarez Valeria Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400354,7000354,"Torrico Gutierrez Daniela Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400355,7000355,"Chavez Mendoza Daniela Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400356,7000356,"Romero Lopez Maria Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400357,7000357,"Mamani Chavez Jorge Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400358,7000358,"Mendoza Chavez Ana Lucia",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400359,7000359,"Alvarez Mamani Miguel Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400360,7000360,"Gomez Fernandez Diego Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400361,7000361,"Rodriguez Alvarez Camila Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400362,7000362,"Romero Rodriguez Miguel Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400363,7000363,"Villarroel Villarroel Lucia Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400364,7000364,"Castillo Quispe Paola Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400365,7000365,"Mamani Chavez Paola Andres",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400366,7000366,"Flores Torrico Miguel Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400367,7000367,"Gutierrez Chavez Carlos Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400368,7000368,"Chavez Flores Fernando Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400369,7000369,"Perez Gomez Fernando Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400370,7000370,"Gomez Mendoza Fernando Miguel",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400371,7000371,"Morales Quispe Carlos Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400372,7000372,"Fernandez Lopez Jorge Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400373,7000373,"Romero Mamani Miguel Valeria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400374,7000374,"Clarac Torrico Jorge Rodrigo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400375,7000375,"Gutierrez Castillo Ricardo Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400376,7000376,"Rojas Quispe Diego Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400377,7000377,"Romero Clarac Juan Elena",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400378,7000378,"Alvarez Gomez Gabriela Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400379,7000379,"Romero Morales Fernando Camila",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400380,7000380,"Perez Villarroel Diego Diego",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400381,7000381,"Fernandez Lopez Paola Paola",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400382,7000382,"Rojas Perez Fernando Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400383,7000383,"Flores Gomez Paola Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400384,7000384,"Gutierrez Clarac Pedro Daniela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400385,7000385,"Gutierrez Clarac Gabriela Fernando",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400386,7000386,"Gutierrez Mendoza Valeria Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400387,7000387,"Flores Mendoza Pedro Maria",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400388,7000388,"Torrico Lopez Maria Gabriela",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400389,7000389,"Castillo Mendoza Fernando Jorge",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400390,7000390,"Mamani Flores Rodrigo Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400391,7000391,"Rojas Villarroel Lucia Ricardo",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400392,7000392,"Quispe Romero Sofia Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400393,7000393,"Quispe Castillo Juan Ana",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400394,7000394,"Rojas Lopez Ana Pedro",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400395,7000395,"Perez Rojas Lucia Juan",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
202400396,7000396,"Chavez Chavez Camila Carlos",INF110,"Introduccion a la Programacion",1,2/2026,docente.titular@fcyt.umss.edu.bo
